run,dataset,wrap,preproc,filter_type,wi,wf,ordFinal,ordUsed,N,hop,harm,harm_max,harm_ratio,MAE,RMSE,Corr,Score,Nuse,key
553,POLARH3 x phases_raw,0,none,firpm,1.2,2.5,6,256,32,16,0,3,0.2,16.0026546067231,16.9701342010387,-0.136876193586515,-1.50268006395729,2891,"wrap=0 | pre=none | flt=firpm(1.2-2.5Hz,ord6,used256) | N=32 | hop=16 | harm=0(max3,r0.2)"
554,POLARH3 x phases_raw,0,none,firpm,1.2,2.5,6,256,32,16,0,3,0.5,16.0026546067231,16.9701342010387,-0.136876193586515,-1.50268006395729,2891,"wrap=0 | pre=none | flt=firpm(1.2-2.5Hz,ord6,used256) | N=32 | hop=16 | harm=0(max3,r0.5)"
555,POLARH3 x phases_raw,0,none,firpm,1.2,2.5,6,256,32,16,1,3,0.2,18.0244703592285,18.6214442792574,-0.0266887478977128,-1.54862707516772,2891,"wrap=0 | pre=none | flt=firpm(1.2-2.5Hz,ord6,used256) | N=32 | hop=16 | harm=1(max3,r0.2)"
556,POLARH3 x phases_raw,0,none,firpm,1.2,2.5,6,256,32,16,1,3,0.5,17.1902436963325,17.8478714716775,-0.0279940823313147,-1.48243531620386,2891,"wrap=0 | pre=none | flt=firpm(1.2-2.5Hz,ord6,used256) | N=32 | hop=16 | harm=1(max3,r0.5)"
557,POLARH3 x phases_raw,0,none,firpm,1.2,2.5,6,256,32,8,0,3,0.2,15.5574550562781,16.3670114094292,-0.143476212852995,-1.46691601264787,2894,"wrap=0 | pre=none | flt=firpm(1.2-2.5Hz,ord6,used256) | N=32 | hop=8 | harm=0(max3,r0.2)"
558,POLARH3 x phases_raw,0,none,firpm,1.2,2.5,6,256,32,8,0,3,0.5,15.5574550562781,16.3670114094292,-0.143476212852995,-1.46691601264787,2894,"wrap=0 | pre=none | flt=firpm(1.2-2.5Hz,ord6,used256) | N=32 | hop=8 | harm=0(max3,r0.5)"
559,POLARH3 x phases_raw,0,none,firpm,1.2,2.5,6,256,32,8,1,3,0.2,18.1831285172061,18.6732412645403,0.0119123653149579,-1.51968543603002,2894,"wrap=0 | pre=none | flt=firpm(1.2-2.5Hz,ord6,used256) | N=32 | hop=8 | harm=1(max3,r0.2)"
560,POLARH3 x phases_raw,0,none,firpm,1.2,2.5,6,256,32,8,1,3,0.5,17.2487170755169,17.8473075442664,-0.0363538551205572,-1.49369996037195,2894,"wrap=0 | pre=none | flt=firpm(1.2-2.5Hz,ord6,used256) | N=32 | hop=8 | harm=1(max3,r0.5)"
561,POLARH3 x phases_raw,0,none,firpm,1.2,2.5,6,256,64,32,0,3,0.2,50.9146765890576,51.3153719445973,-0.0578613112638743,-4.31410753887,2878,"wrap=0 | pre=none | flt=firpm(1.2-2.5Hz,ord6,used256) | N=64 | hop=32 | harm=0(max3,r0.2)"
562,POLARH3 x phases_raw,0,none,firpm,1.2,2.5,6,256,64,32,0,3,0.5,50.9146765890576,51.3153719445973,-0.0578613112638743,-4.31410753887,2878,"wrap=0 | pre=none | flt=firpm(1.2-2.5Hz,ord6,used256) | N=64 | hop=32 | harm=0(max3,r0.5)"
563,POLARH3 x phases_raw,0,none,firpm,1.2,2.5,6,256,64,32,1,3,0.2,53.4687033921569,53.6577376128102,-0.0972544910025415,-4.55928091437073,2878,"wrap=0 | pre=none | flt=firpm(1.2-2.5Hz,ord6,used256) | N=64 | hop=32 | harm=1(max3,r0.2)"
564,POLARH3 x phases_raw,0,none,firpm,1.2,2.5,6,256,64,32,1,3,0.5,52.579833749722,52.8408647290951,-0.0219858814696914,-4.4123397265923,2878,"wrap=0 | pre=none | flt=firpm(1.2-2.5Hz,ord6,used256) | N=64 | hop=32 | harm=1(max3,r0.5)"
565,POLARH3 x phases_raw,0,none,firpm,1.2,2.5,6,256,64,16,0,3,0.2,50.4651737028455,50.8253197544911,-0.0583760939525688,-4.27581210424455,2878,"wrap=0 | pre=none | flt=firpm(1.2-2.5Hz,ord6,used256) | N=64 | hop=16 | harm=0(max3,r0.2)"
566,POLARH3 x phases_raw,0,none,firpm,1.2,2.5,6,256,64,16,0,3,0.5,50.4651737028455,50.8253197544911,-0.0583760939525688,-4.27581210424455,2878,"wrap=0 | pre=none | flt=firpm(1.2-2.5Hz,ord6,used256) | N=64 | hop=16 | harm=0(max3,r0.5)"
567,POLARH3 x phases_raw,0,none,firpm,1.2,2.5,6,256,64,16,1,3,0.2,53.2981187715096,53.4833028796387,-0.212652958475369,-4.66033565970547,2878,"wrap=0 | pre=none | flt=firpm(1.2-2.5Hz,ord6,used256) | N=64 | hop=16 | harm=1(max3,r0.2)"
568,POLARH3 x phases_raw,0,none,firpm,1.2,2.5,6,256,64,16,1,3,0.5,52.0265247605564,52.2621298830409,-0.0377001196488365,-4.38109735377802,2878,"wrap=0 | pre=none | flt=firpm(1.2-2.5Hz,ord6,used256) | N=64 | hop=16 | harm=1(max3,r0.5)"
569,POLARH3 x phases_raw,0,none,firpm,1.2,2.5,6,256,128,64,0,3,0.2,69.6731377248165,69.8825648774649,0.177532155899322,-5.63554355959034,2839,"wrap=0 | pre=none | flt=firpm(1.2-2.5Hz,ord6,used256) | N=128 | hop=64 | harm=0(max3,r0.2)"
570,POLARH3 x phases_raw,0,none,firpm,1.2,2.5,6,256,128,64,0,3,0.5,69.6731377248165,69.8825648774649,0.177532155899322,-5.63554355959034,2839,"wrap=0 | pre=none | flt=firpm(1.2-2.5Hz,ord6,used256) | N=128 | hop=64 | harm=0(max3,r0.5)"
571,POLARH3 x phases_raw,0,none,firpm,1.2,2.5,6,256,128,64,1,3,0.2,71.4042703397482,71.4968513061148,0.119789259531621,-5.83365263432628,2839,"wrap=0 | pre=none | flt=firpm(1.2-2.5Hz,ord6,used256) | N=128 | hop=64 | harm=1(max3,r0.2)"
572,POLARH3 x phases_raw,0,none,firpm,1.2,2.5,6,256,128,64,1,3,0.5,71.0984198035743,71.1884743898671,0.22429692645101,-5.70357321005661,2839,"wrap=0 | pre=none | flt=firpm(1.2-2.5Hz,ord6,used256) | N=128 | hop=64 | harm=1(max3,r0.5)"
573,POLARH3 x phases_raw,0,none,firpm,1.2,2.5,6,256,128,32,0,3,0.2,70.0069920665112,70.1479691354114,0.121718098729094,-5.71689714244351,2852,"wrap=0 | pre=none | flt=firpm(1.2-2.5Hz,ord6,used256) | N=128 | hop=32 | harm=0(max3,r0.2)"
574,POLARH3 x phases_raw,0,none,firpm,1.2,2.5,6,256,128,32,0,3,0.5,70.0069920665112,70.1479691354114,0.121718098729094,-5.71689714244351,2852,"wrap=0 | pre=none | flt=firpm(1.2-2.5Hz,ord6,used256) | N=128 | hop=32 | harm=0(max3,r0.5)"
575,POLARH3 x phases_raw,0,none,firpm,1.2,2.5,6,256,128,32,1,3,0.2,71.2543478808714,71.3622206212494,-0.0738400434500887,-6.01529812486864,2852,"wrap=0 | pre=none | flt=firpm(1.2-2.5Hz,ord6,used256) | N=128 | hop=32 | harm=1(max3,r0.2)"
576,POLARH3 x phases_raw,0,none,firpm,1.2,2.5,6,256,128,32,1,3,0.5,70.9316951389452,71.0364376768049,0.0169813212429514,-5.89748469159781,2852,"wrap=0 | pre=none | flt=firpm(1.2-2.5Hz,ord6,used256) | N=128 | hop=32 | harm=1(max3,r0.5)"
577,POLARH3 x phases_raw,0,movmedian2s,firpm,0.6,2,2,64,32,16,0,3,0.2,12.8681315356215,14.181255700973,-0.0996570331554227,-1.21577213330226,2891,"wrap=0 | pre=movmedian2s | flt=firpm(0.6-2Hz,ord2,used64) | N=32 | hop=16 | harm=0(max3,r0.2)"
578,POLARH3 x phases_raw,0,movmedian2s,firpm,0.6,2,2,64,32,16,0,3,0.5,12.8681315356215,14.181255700973,-0.0996570331554227,-1.21577213330226,2891,"wrap=0 | pre=movmedian2s | flt=firpm(0.6-2Hz,ord2,used64) | N=32 | hop=16 | harm=0(max3,r0.5)"
579,POLARH3 x phases_raw,0,movmedian2s,firpm,0.6,2,2,64,32,16,1,3,0.2,17.3410255632561,17.9727537860428,-0.029192755182992,-1.49533582621389,2891,"wrap=0 | pre=movmedian2s | flt=firpm(0.6-2Hz,ord2,used64) | N=32 | hop=16 | harm=1(max3,r0.2)"
580,POLARH3 x phases_raw,0,movmedian2s,firpm,0.6,2,2,64,32,16,1,3,0.5,14.8413829914708,15.9826320585171,-0.112600190797521,-1.38742374232163,2891,"wrap=0 | pre=movmedian2s | flt=firpm(0.6-2Hz,ord2,used64) | N=32 | hop=16 | harm=1(max3,r0.5)"
581,POLARH3 x phases_raw,0,movmedian2s,firpm,0.6,2,2,64,32,8,0,3,0.2,14.124454240322,18.9182318157421,-0.00907404609884115,-1.34590448530635,2894,"wrap=0 | pre=movmedian2s | flt=firpm(0.6-2Hz,ord2,used64) | N=32 | hop=8 | harm=0(max3,r0.2)"
582,POLARH3 x phases_raw,0,movmedian2s,firpm,0.6,2,2,64,32,8,0,3,0.5,14.124454240322,18.9182318157421,-0.00907404609884115,-1.34590448530635,2894,"wrap=0 | pre=movmedian2s | flt=firpm(0.6-2Hz,ord2,used64) | N=32 | hop=8 | harm=0(max3,r0.5)"
583,POLARH3 x phases_raw,0,movmedian2s,firpm,0.6,2,2,64,32,8,1,3,0.2,17.6187082459495,18.1652570977978,-0.0624407205752148,-1.54888470279928,2894,"wrap=0 | pre=movmedian2s | flt=firpm(0.6-2Hz,ord2,used64) | N=32 | hop=8 | harm=1(max3,r0.2)"
584,POLARH3 x phases_raw,0,movmedian2s,firpm,0.6,2,2,64,32,8,1,3,0.5,15.1328942174313,16.1258633536757,-0.0551848489150769,-1.3493583382425,2894,"wrap=0 | pre=movmedian2s | flt=firpm(0.6-2Hz,ord2,used64) | N=32 | hop=8 | harm=1(max3,r0.5)"
585,POLARH3 x phases_raw,0,movmedian2s,firpm,0.6,2,2,64,64,32,0,3,0.2,40.9692294572339,42.4088327608528,-0.0822585459028213,-3.54434777745961,2878,"wrap=0 | pre=movmedian2s | flt=firpm(0.6-2Hz,ord2,used64) | N=64 | hop=32 | harm=0(max3,r0.2)"
586,POLARH3 x phases_raw,0,movmedian2s,firpm,0.6,2,2,64,64,32,0,3,0.5,40.9692294572339,42.4088327608528,-0.0822585459028213,-3.54434777745961,2878,"wrap=0 | pre=movmedian2s | flt=firpm(0.6-2Hz,ord2,used64) | N=64 | hop=32 | harm=0(max3,r0.5)"
587,POLARH3 x phases_raw,0,movmedian2s,firpm,0.6,2,2,64,64,32,1,3,0.2,50.0654121620479,50.4982021673096,-0.313814235118383,-4.50035824879776,2878,"wrap=0 | pre=movmedian2s | flt=firpm(0.6-2Hz,ord2,used64) | N=64 | hop=32 | harm=1(max3,r0.2)"
588,POLARH3 x phases_raw,0,movmedian2s,firpm,0.6,2,2,64,64,32,1,3,0.5,46.3890780898867,47.0659706699927,-0.24134236487551,-4.1296619583696,2878,"wrap=0 | pre=movmedian2s | flt=firpm(0.6-2Hz,ord2,used64) | N=64 | hop=32 | harm=1(max3,r0.5)"
589,POLARH3 x phases_raw,0,movmedian2s,firpm,0.6,2,2,64,64,16,0,3,0.2,40.4296784392252,41.6808301393712,-0.137608102848449,-3.54845302945542,2878,"wrap=0 | pre=movmedian2s | flt=firpm(0.6-2Hz,ord2,used64) | N=64 | hop=16 | harm=0(max3,r0.2)"
590,POLARH3 x phases_raw,0,movmedian2s,firpm,0.6,2,2,64,64,16,0,3,0.5,40.4296784392252,41.6808301393712,-0.137608102848449,-3.54845302945542,2878,"wrap=0 | pre=movmedian2s | flt=firpm(0.6-2Hz,ord2,used64) | N=64 | hop=16 | harm=0(max3,r0.5)"
591,POLARH3 x phases_raw,0,movmedian2s,firpm,0.6,2,2,64,64,16,1,3,0.2,50.0453081445625,50.3931539516736,-0.251264178630763,-4.43330138424801,2878,"wrap=0 | pre=movmedian2s | flt=firpm(0.6-2Hz,ord2,used64) | N=64 | hop=16 | harm=1(max3,r0.2)"
592,POLARH3 x phases_raw,0,movmedian2s,firpm,0.6,2,2,64,64,16,1,3,0.5,45.6982298850203,46.3374573700828,-0.268769326461931,-4.09826273304904,2878,"wrap=0 | pre=movmedian2s | flt=firpm(0.6-2Hz,ord2,used64) | N=64 | hop=16 | harm=1(max3,r0.5)"
593,POLARH3 x phases_raw,0,movmedian2s,firpm,0.6,2,2,64,128,64,0,3,0.2,51.3486305932374,53.1278336525213,0.0505379888809186,-4.28782132919832,2839,"wrap=0 | pre=movmedian2s | flt=firpm(0.6-2Hz,ord2,used64) | N=128 | hop=64 | harm=0(max3,r0.2)"
594,POLARH3 x phases_raw,0,movmedian2s,firpm,0.6,2,2,64,128,64,0,3,0.5,51.3486305932374,53.1278336525213,0.0505379888809186,-4.28782132919832,2839,"wrap=0 | pre=movmedian2s | flt=firpm(0.6-2Hz,ord2,used64) | N=128 | hop=64 | harm=0(max3,r0.5)"
595,POLARH3 x phases_raw,0,movmedian2s,firpm,0.6,2,2,64,128,64,1,3,0.2,63.0760503375964,63.9247480778094,0.0106705180779926,-5.27395693472881,2839,"wrap=0 | pre=movmedian2s | flt=firpm(0.6-2Hz,ord2,used64) | N=128 | hop=64 | harm=1(max3,r0.2)"
596,POLARH3 x phases_raw,0,movmedian2s,firpm,0.6,2,2,64,128,64,1,3,0.5,56.4863861990944,57.8732412032945,-0.0482724320456659,-4.80169978211021,2839,"wrap=0 | pre=movmedian2s | flt=firpm(0.6-2Hz,ord2,used64) | N=128 | hop=64 | harm=1(max3,r0.5)"
597,POLARH3 x phases_raw,0,movmedian2s,firpm,0.6,2,2,64,128,32,0,3,0.2,51.2281997088525,52.6663670050102,0.0195723034258195,-4.29738324885048,2852,"wrap=0 | pre=movmedian2s | flt=firpm(0.6-2Hz,ord2,used64) | N=128 | hop=32 | harm=0(max3,r0.2)"
598,POLARH3 x phases_raw,0,movmedian2s,firpm,0.6,2,2,64,128,32,0,3,0.5,51.2281997088525,52.6663670050102,0.0195723034258195,-4.29738324885048,2852,"wrap=0 | pre=movmedian2s | flt=firpm(0.6-2Hz,ord2,used64) | N=128 | hop=32 | harm=0(max3,r0.5)"
599,POLARH3 x phases_raw,0,movmedian2s,firpm,0.6,2,2,64,128,32,1,3,0.2,63.1313268358947,63.7515591628388,0.00858883129853896,-5.27302948259082,2852,"wrap=0 | pre=movmedian2s | flt=firpm(0.6-2Hz,ord2,used64) | N=128 | hop=32 | harm=1(max3,r0.2)"
600,POLARH3 x phases_raw,0,movmedian2s,firpm,0.6,2,2,64,128,32,1,3,0.5,55.9948097744485,57.2910112521312,-0.064725025187609,-4.77416588898107,2852,"wrap=0 | pre=movmedian2s | flt=firpm(0.6-2Hz,ord2,used64) | N=128 | hop=32 | harm=1(max3,r0.5)"
601,POLARH3 x phases_raw,0,movmedian2s,firpm,0.6,2.5,2,64,32,16,0,3,0.2,12.8681315356215,14.181255700973,-0.0996570331554227,-1.21577213330226,2891,"wrap=0 | pre=movmedian2s | flt=firpm(0.6-2.5Hz,ord2,used64) | N=32 | hop=16 | harm=0(max3,r0.2)"
602,POLARH3 x phases_raw,0,movmedian2s,firpm,0.6,2.5,2,64,32,16,0,3,0.5,12.8681315356215,14.181255700973,-0.0996570331554227,-1.21577213330226,2891,"wrap=0 | pre=movmedian2s | flt=firpm(0.6-2.5Hz,ord2,used64) | N=32 | hop=16 | harm=0(max3,r0.5)"
603,POLARH3 x phases_raw,0,movmedian2s,firpm,0.6,2.5,2,64,32,16,1,3,0.2,17.3410255632561,17.9727537860428,-0.029192755182992,-1.49533582621389,2891,"wrap=0 | pre=movmedian2s | flt=firpm(0.6-2.5Hz,ord2,used64) | N=32 | hop=16 | harm=1(max3,r0.2)"
604,POLARH3 x phases_raw,0,movmedian2s,firpm,0.6,2.5,2,64,32,16,1,3,0.5,14.8413829914708,15.9826320585171,-0.112600190797521,-1.38742374232163,2891,"wrap=0 | pre=movmedian2s | flt=firpm(0.6-2.5Hz,ord2,used64) | N=32 | hop=16 | harm=1(max3,r0.5)"
605,POLARH3 x phases_raw,0,movmedian2s,firpm,0.6,2.5,2,64,32,8,0,3,0.2,14.124454240322,18.9182318157421,-0.00907404609884115,-1.34590448530635,2894,"wrap=0 | pre=movmedian2s | flt=firpm(0.6-2.5Hz,ord2,used64) | N=32 | hop=8 | harm=0(max3,r0.2)"
606,POLARH3 x phases_raw,0,movmedian2s,firpm,0.6,2.5,2,64,32,8,0,3,0.5,14.124454240322,18.9182318157421,-0.00907404609884115,-1.34590448530635,2894,"wrap=0 | pre=movmedian2s | flt=firpm(0.6-2.5Hz,ord2,used64) | N=32 | hop=8 | harm=0(max3,r0.5)"
607,POLARH3 x phases_raw,0,movmedian2s,firpm,0.6,2.5,2,64,32,8,1,3,0.2,17.6187082459495,18.1652570977978,-0.0624407205752148,-1.54888470279928,2894,"wrap=0 | pre=movmedian2s | flt=firpm(0.6-2.5Hz,ord2,used64) | N=32 | hop=8 | harm=1(max3,r0.2)"
608,POLARH3 x phases_raw,0,movmedian2s,firpm,0.6,2.5,2,64,32,8,1,3,0.5,15.1328942174313,16.1258633536757,-0.0551848489150769,-1.3493583382425,2894,"wrap=0 | pre=movmedian2s | flt=firpm(0.6-2.5Hz,ord2,used64) | N=32 | hop=8 | harm=1(max3,r0.5)"
609,POLARH3 x phases_raw,0,movmedian2s,firpm,0.6,2.5,2,64,64,32,0,3,0.2,40.9692294572339,42.4088327608528,-0.0822585459028213,-3.54434777745961,2878,"wrap=0 | pre=movmedian2s | flt=firpm(0.6-2.5Hz,ord2,used64) | N=64 | hop=32 | harm=0(max3,r0.2)"
610,POLARH3 x phases_raw,0,movmedian2s,firpm,0.6,2.5,2,64,64,32,0,3,0.5,40.9692294572339,42.4088327608528,-0.0822585459028213,-3.54434777745961,2878,"wrap=0 | pre=movmedian2s | flt=firpm(0.6-2.5Hz,ord2,used64) | N=64 | hop=32 | harm=0(max3,r0.5)"
611,POLARH3 x phases_raw,0,movmedian2s,firpm,0.6,2.5,2,64,64,32,1,3,0.2,50.0654121620479,50.4982021673096,-0.313814235118383,-4.50035824879776,2878,"wrap=0 | pre=movmedian2s | flt=firpm(0.6-2.5Hz,ord2,used64) | N=64 | hop=32 | harm=1(max3,r0.2)"
612,POLARH3 x phases_raw,0,movmedian2s,firpm,0.6,2.5,2,64,64,32,1,3,0.5,46.3890780898867,47.0659706699927,-0.24134236487551,-4.1296619583696,2878,"wrap=0 | pre=movmedian2s | flt=firpm(0.6-2.5Hz,ord2,used64) | N=64 | hop=32 | harm=1(max3,r0.5)"
613,POLARH3 x phases_raw,0,movmedian2s,firpm,0.6,2.5,2,64,64,16,0,3,0.2,40.4296784392252,41.6808301393712,-0.137608102848449,-3.54845302945542,2878,"wrap=0 | pre=movmedian2s | flt=firpm(0.6-2.5Hz,ord2,used64) | N=64 | hop=16 | harm=0(max3,r0.2)"
614,POLARH3 x phases_raw,0,movmedian2s,firpm,0.6,2.5,2,64,64,16,0,3,0.5,40.4296784392252,41.6808301393712,-0.137608102848449,-3.54845302945542,2878,"wrap=0 | pre=movmedian2s | flt=firpm(0.6-2.5Hz,ord2,used64) | N=64 | hop=16 | harm=0(max3,r0.5)"
615,POLARH3 x phases_raw,0,movmedian2s,firpm,0.6,2.5,2,64,64,16,1,3,0.2,50.0453081445625,50.3931539516736,-0.251264178630763,-4.43330138424801,2878,"wrap=0 | pre=movmedian2s | flt=firpm(0.6-2.5Hz,ord2,used64) | N=64 | hop=16 | harm=1(max3,r0.2)"
616,POLARH3 x phases_raw,0,movmedian2s,firpm,0.6,2.5,2,64,64,16,1,3,0.5,45.6982298850203,46.3374573700828,-0.268769326461931,-4.09826273304904,2878,"wrap=0 | pre=movmedian2s | flt=firpm(0.6-2.5Hz,ord2,used64) | N=64 | hop=16 | harm=1(max3,r0.5)"
617,POLARH3 x phases_raw,0,movmedian2s,firpm,0.6,2.5,2,64,128,64,0,3,0.2,51.3486305932374,53.1278336525213,0.0505379888809186,-4.28782132919832,2839,"wrap=0 | pre=movmedian2s | flt=firpm(0.6-2.5Hz,ord2,used64) | N=128 | hop=64 | harm=0(max3,r0.2)"
618,POLARH3 x phases_raw,0,movmedian2s,firpm,0.6,2.5,2,64,128,64,0,3,0.5,51.3486305932374,53.1278336525213,0.0505379888809186,-4.28782132919832,2839,"wrap=0 | pre=movmedian2s | flt=firpm(0.6-2.5Hz,ord2,used64) | N=128 | hop=64 | harm=0(max3,r0.5)"
619,POLARH3 x phases_raw,0,movmedian2s,firpm,0.6,2.5,2,64,128,64,1,3,0.2,63.0760503375964,63.9247480778094,0.0106705180779926,-5.27395693472881,2839,"wrap=0 | pre=movmedian2s | flt=firpm(0.6-2.5Hz,ord2,used64) | N=128 | hop=64 | harm=1(max3,r0.2)"
620,POLARH3 x phases_raw,0,movmedian2s,firpm,0.6,2.5,2,64,128,64,1,3,0.5,56.4863861990944,57.8732412032945,-0.0482724320456659,-4.80169978211021,2839,"wrap=0 | pre=movmedian2s | flt=firpm(0.6-2.5Hz,ord2,used64) | N=128 | hop=64 | harm=1(max3,r0.5)"
621,POLARH3 x phases_raw,0,movmedian2s,firpm,0.6,2.5,2,64,128,32,0,3,0.2,51.2281997088525,52.6663670050102,0.0195723034258195,-4.29738324885048,2852,"wrap=0 | pre=movmedian2s | flt=firpm(0.6-2.5Hz,ord2,used64) | N=128 | hop=32 | harm=0(max3,r0.2)"
622,POLARH3 x phases_raw,0,movmedian2s,firpm,0.6,2.5,2,64,128,32,0,3,0.5,51.2281997088525,52.6663670050102,0.0195723034258195,-4.29738324885048,2852,"wrap=0 | pre=movmedian2s | flt=firpm(0.6-2.5Hz,ord2,used64) | N=128 | hop=32 | harm=0(max3,r0.5)"
623,POLARH3 x phases_raw,0,movmedian2s,firpm,0.6,2.5,2,64,128,32,1,3,0.2,63.1313268358947,63.7515591628388,0.00858883129853896,-5.27302948259082,2852,"wrap=0 | pre=movmedian2s | flt=firpm(0.6-2.5Hz,ord2,used64) | N=128 | hop=32 | harm=1(max3,r0.2)"
624,POLARH3 x phases_raw,0,movmedian2s,firpm,0.6,2.5,2,64,128,32,1,3,0.5,55.9948097744485,57.2910112521312,-0.064725025187609,-4.77416588898107,2852,"wrap=0 | pre=movmedian2s | flt=firpm(0.6-2.5Hz,ord2,used64) | N=128 | hop=32 | harm=1(max3,r0.5)"
625,POLARH3 x phases_raw,0,movmedian2s,firpm,0.6,3,2,64,32,16,0,3,0.2,12.8681315356215,14.181255700973,-0.0996570331554227,-1.21577213330226,2891,"wrap=0 | pre=movmedian2s | flt=firpm(0.6-3Hz,ord2,used64) | N=32 | hop=16 | harm=0(max3,r0.2)"
626,POLARH3 x phases_raw,0,movmedian2s,firpm,0.6,3,2,64,32,16,0,3,0.5,12.8681315356215,14.181255700973,-0.0996570331554227,-1.21577213330226,2891,"wrap=0 | pre=movmedian2s | flt=firpm(0.6-3Hz,ord2,used64) | N=32 | hop=16 | harm=0(max3,r0.5)"
627,POLARH3 x phases_raw,0,movmedian2s,firpm,0.6,3,2,64,32,16,1,3,0.2,17.3410255632561,17.9727537860428,-0.029192755182992,-1.49533582621389,2891,"wrap=0 | pre=movmedian2s | flt=firpm(0.6-3Hz,ord2,used64) | N=32 | hop=16 | harm=1(max3,r0.2)"
628,POLARH3 x phases_raw,0,movmedian2s,firpm,0.6,3,2,64,32,16,1,3,0.5,14.8413829914708,15.9826320585171,-0.112600190797521,-1.38742374232163,2891,"wrap=0 | pre=movmedian2s | flt=firpm(0.6-3Hz,ord2,used64) | N=32 | hop=16 | harm=1(max3,r0.5)"
629,POLARH3 x phases_raw,0,movmedian2s,firpm,0.6,3,2,64,32,8,0,3,0.2,14.124454240322,18.9182318157421,-0.00907404609884115,-1.34590448530635,2894,"wrap=0 | pre=movmedian2s | flt=firpm(0.6-3Hz,ord2,used64) | N=32 | hop=8 | harm=0(max3,r0.2)"
630,POLARH3 x phases_raw,0,movmedian2s,firpm,0.6,3,2,64,32,8,0,3,0.5,14.124454240322,18.9182318157421,-0.00907404609884115,-1.34590448530635,2894,"wrap=0 | pre=movmedian2s | flt=firpm(0.6-3Hz,ord2,used64) | N=32 | hop=8 | harm=0(max3,r0.5)"
631,POLARH3 x phases_raw,0,movmedian2s,firpm,0.6,3,2,64,32,8,1,3,0.2,17.6187082459495,18.1652570977978,-0.0624407205752148,-1.54888470279928,2894,"wrap=0 | pre=movmedian2s | flt=firpm(0.6-3Hz,ord2,used64) | N=32 | hop=8 | harm=1(max3,r0.2)"
632,POLARH3 x phases_raw,0,movmedian2s,firpm,0.6,3,2,64,32,8,1,3,0.5,15.1328942174313,16.1258633536757,-0.0551848489150769,-1.3493583382425,2894,"wrap=0 | pre=movmedian2s | flt=firpm(0.6-3Hz,ord2,used64) | N=32 | hop=8 | harm=1(max3,r0.5)"
633,POLARH3 x phases_raw,0,movmedian2s,firpm,0.6,3,2,64,64,32,0,3,0.2,40.9692294572339,42.4088327608528,-0.0822585459028213,-3.54434777745961,2878,"wrap=0 | pre=movmedian2s | flt=firpm(0.6-3Hz,ord2,used64) | N=64 | hop=32 | harm=0(max3,r0.2)"
634,POLARH3 x phases_raw,0,movmedian2s,firpm,0.6,3,2,64,64,32,0,3,0.5,40.9692294572339,42.4088327608528,-0.0822585459028213,-3.54434777745961,2878,"wrap=0 | pre=movmedian2s | flt=firpm(0.6-3Hz,ord2,used64) | N=64 | hop=32 | harm=0(max3,r0.5)"
635,POLARH3 x phases_raw,0,movmedian2s,firpm,0.6,3,2,64,64,32,1,3,0.2,50.0654121620479,50.4982021673096,-0.313814235118383,-4.50035824879776,2878,"wrap=0 | pre=movmedian2s | flt=firpm(0.6-3Hz,ord2,used64) | N=64 | hop=32 | harm=1(max3,r0.2)"
636,POLARH3 x phases_raw,0,movmedian2s,firpm,0.6,3,2,64,64,32,1,3,0.5,46.3890780898867,47.0659706699927,-0.24134236487551,-4.1296619583696,2878,"wrap=0 | pre=movmedian2s | flt=firpm(0.6-3Hz,ord2,used64) | N=64 | hop=32 | harm=1(max3,r0.5)"
637,POLARH3 x phases_raw,0,movmedian2s,firpm,0.6,3,2,64,64,16,0,3,0.2,40.4296784392252,41.6808301393712,-0.137608102848449,-3.54845302945542,2878,"wrap=0 | pre=movmedian2s | flt=firpm(0.6-3Hz,ord2,used64) | N=64 | hop=16 | harm=0(max3,r0.2)"
638,POLARH3 x phases_raw,0,movmedian2s,firpm,0.6,3,2,64,64,16,0,3,0.5,40.4296784392252,41.6808301393712,-0.137608102848449,-3.54845302945542,2878,"wrap=0 | pre=movmedian2s | flt=firpm(0.6-3Hz,ord2,used64) | N=64 | hop=16 | harm=0(max3,r0.5)"
639,POLARH3 x phases_raw,0,movmedian2s,firpm,0.6,3,2,64,64,16,1,3,0.2,50.0453081445625,50.3931539516736,-0.251264178630763,-4.43330138424801,2878,"wrap=0 | pre=movmedian2s | flt=firpm(0.6-3Hz,ord2,used64) | N=64 | hop=16 | harm=1(max3,r0.2)"
640,POLARH3 x phases_raw,0,movmedian2s,firpm,0.6,3,2,64,64,16,1,3,0.5,45.6982298850203,46.3374573700828,-0.268769326461931,-4.09826273304904,2878,"wrap=0 | pre=movmedian2s | flt=firpm(0.6-3Hz,ord2,used64) | N=64 | hop=16 | harm=1(max3,r0.5)"
641,POLARH3 x phases_raw,0,movmedian2s,firpm,0.6,3,2,64,128,64,0,3,0.2,51.3486305932374,53.1278336525213,0.0505379888809186,-4.28782132919832,2839,"wrap=0 | pre=movmedian2s | flt=firpm(0.6-3Hz,ord2,used64) | N=128 | hop=64 | harm=0(max3,r0.2)"
642,POLARH3 x phases_raw,0,movmedian2s,firpm,0.6,3,2,64,128,64,0,3,0.5,51.3486305932374,53.1278336525213,0.0505379888809186,-4.28782132919832,2839,"wrap=0 | pre=movmedian2s | flt=firpm(0.6-3Hz,ord2,used64) | N=128 | hop=64 | harm=0(max3,r0.5)"
