wavelet,vpo,lambda_hz2,harm_ratio,median_sec,mean_sec,fill_nan,Corr,MAE,RMSE,Bias,Coverage,Score,nPoints
morse,12,650,0.7,0.5,128,0,0.378210210182165,7.12984138088143,8.21361780136801,-6.89010872567481,1,33.6546332610924,3010
morse,12,650,0.7,0.5,128,1,0.378210210182165,7.12984138088143,8.21361780136801,-6.89010872567481,1,33.6546332610924,3010
morse,24,200,0.7,0.5,128,0,0.378210210182164,7.12984138088145,8.21361780136803,-6.89010872567483,1,33.6546332610923,3010
morse,24,200,0.7,0.5,128,1,0.378210210182164,7.12984138088145,8.21361780136803,-6.89010872567483,1,33.6546332610923,3010
morse,24,300,0.7,0.5,128,0,0.378210210182164,7.12984138088145,8.21361780136803,-6.89010872567483,1,33.6546332610923,3010
morse,24,300,0.7,0.5,128,1,0.378210210182164,7.12984138088145,8.21361780136803,-6.89010872567483,1,33.6546332610923,3010
morse,24,650,0.7,0.5,128,0,0.378210210182164,7.12984138088145,8.21361780136803,-6.89010872567483,1,33.6546332610923,3010
morse,24,650,0.7,0.5,128,1,0.378210210182164,7.12984138088145,8.21361780136803,-6.89010872567483,1,33.6546332610923,3010
morse,12,200,0.7,0,128,0,0.378067638631314,7.18923002142087,8.27068472112605,-6.95816984865556,1,33.5490289384743,3010
morse,12,200,0.7,0,128,1,0.378067638631314,7.18923002142087,8.27068472112605,-6.95816984865556,1,33.5490289384743,3010
morse,12,300,0.7,0,128,0,0.378067638631314,7.18923002142087,8.27068472112605,-6.95816984865556,1,33.5490289384743,3010
morse,12,300,0.7,0,128,1,0.378067638631314,7.18923002142087,8.27068472112605,-6.95816984865556,1,33.5490289384743,3010
morse,12,650,0.7,0,128,0,0.378067638631314,7.18923002142087,8.27068472112605,-6.95816984865556,1,33.5490289384743,3010
morse,12,650,0.7,0,128,1,0.378067638631314,7.18923002142087,8.27068472112605,-6.95816984865556,1,33.5490289384743,3010
morse,24,200,0.7,0,128,0,0.378067638631314,7.18923002142089,8.27068472112607,-6.95816984865558,1,33.5490289384742,3010
morse,24,200,0.7,0,128,1,0.378067638631314,7.18923002142089,8.27068472112607,-6.95816984865558,1,33.5490289384742,3010
morse,24,300,0.7,0,128,0,0.378067638631314,7.18923002142089,8.27068472112607,-6.95816984865558,1,33.5490289384742,3010
morse,24,300,0.7,0,128,1,0.378067638631314,7.18923002142089,8.27068472112607,-6.95816984865558,1,33.5490289384742,3010
morse,24,650,0.7,0,128,0,0.378067638631314,7.18923002142089,8.27068472112607,-6.95816984865558,1,33.5490289384742,3010
morse,24,650,0.7,0,128,1,0.378067638631314,7.18923002142089,8.27068472112607,-6.95816984865558,1,33.5490289384742,3010
morse,12,200,0.7,4,128,0,0.381231383396344,7.52480740909004,8.59610707412605,-7.34131372180338,1,33.4259539663475,3010
morse,12,200,0.7,4,128,1,0.381231383396344,7.52480740909004,8.59610707412605,-7.34131372180338,1,33.4259539663475,3010
morse,12,300,0.7,4,128,0,0.381231383396344,7.52480740909004,8.59610707412605,-7.34131372180338,1,33.4259539663475,3010
morse,12,300,0.7,4,128,1,0.381231383396344,7.52480740909004,8.59610707412605,-7.34131372180338,1,33.4259539663475,3010
morse,12,650,0.7,4,128,0,0.381231383396344,7.52480740909004,8.59610707412605,-7.34131372180338,1,33.4259539663475,3010
morse,12,650,0.7,4,128,1,0.381231383396344,7.52480740909004,8.59610707412605,-7.34131372180338,1,33.4259539663475,3010
morse,24,200,0.7,4,128,0,0.381231383396343,7.52480740909006,8.59610707412606,-7.3413137218034,1,33.4259539663474,3010
morse,24,200,0.7,4,128,1,0.381231383396343,7.52480740909006,8.59610707412606,-7.3413137218034,1,33.4259539663474,3010
morse,24,300,0.7,4,128,0,0.381231383396343,7.52480740909006,8.59610707412606,-7.3413137218034,1,33.4259539663474,3010
morse,24,300,0.7,4,128,1,0.381231383396343,7.52480740909006,8.59610707412606,-7.3413137218034,1,33.4259539663474,3010
morse,24,650,0.7,4,128,0,0.381231383396343,7.52480740909006,8.59610707412606,-7.3413137218034,1,33.4259539663474,3010
morse,24,650,0.7,4,128,1,0.381231383396343,7.52480740909006,8.59610707412606,-7.3413137218034,1,33.4259539663474,3010
morse,32,200,0.9,0,128,0,0.341524442974174,4.58697592840474,5.69911629624497,-3.42020648613335,1,33.2236827849079,3010
morse,32,200,0.9,0,128,1,0.341524442974174,4.58697592840474,5.69911629624497,-3.42020648613335,1,33.2236827849079,3010
morse,32,300,0.9,0,128,0,0.341524442974174,4.58697592840474,5.69911629624497,-3.42020648613335,1,33.2236827849079,3010
morse,32,300,0.9,0,128,1,0.341524442974174,4.58697592840474,5.69911629624497,-3.42020648613335,1,33.2236827849079,3010
morse,32,650,0.9,0,128,0,0.341524442974174,4.58697592840474,5.69911629624497,-3.42020648613335,1,33.2236827849079,3010
morse,32,650,0.9,0,128,1,0.341524442974174,4.58697592840474,5.69911629624497,-3.42020648613335,1,33.2236827849079,3010
morse,32,200,0.7,0.5,128,0,0.368113837026656,6.82202793223323,7.9289229683033,-6.531787307723,1,32.8917716336809,3010
morse,32,200,0.7,0.5,128,1,0.368113837026656,6.82202793223323,7.9289229683033,-6.531787307723,1,32.8917716336809,3010
morse,32,300,0.7,0.5,128,0,0.368113837026656,6.82202793223323,7.9289229683033,-6.531787307723,1,32.8917716336809,3010
morse,32,300,0.7,0.5,128,1,0.368113837026656,6.82202793223323,7.9289229683033,-6.531787307723,1,32.8917716336809,3010
morse,32,650,0.7,0.5,128,0,0.368113837026656,6.82202793223323,7.9289229683033,-6.531787307723,1,32.8917716336809,3010
morse,32,650,0.7,0.5,128,1,0.368113837026656,6.82202793223323,7.9289229683033,-6.531787307723,1,32.8917716336809,3010
morse,32,200,0.9,0.5,128,0,0.336025415777512,4.56282557353736,5.67247894742937,-3.36169889958286,1,32.6093834938943,3010
morse,32,200,0.9,0.5,128,1,0.336025415777512,4.56282557353736,5.67247894742937,-3.36169889958286,1,32.6093834938943,3010
morse,32,300,0.9,0.5,128,0,0.336025415777512,4.56282557353736,5.67247894742937,-3.36169889958286,1,32.6093834938943,3010
morse,32,300,0.9,0.5,128,1,0.336025415777512,4.56282557353736,5.67247894742937,-3.36169889958286,1,32.6093834938943,3010
morse,32,650,0.9,0.5,128,0,0.336025415777512,4.56282557353736,5.67247894742937,-3.36169889958286,1,32.6093834938943,3010
morse,32,650,0.9,0.5,128,1,0.336025415777512,4.56282557353736,5.67247894742937,-3.36169889958286,1,32.6093834938943,3010
morse,32,200,0.7,1,128,0,0.365626121996378,6.810786553168,7.93141888467047,-6.5305708847389,1,32.5943656119967,3010
morse,32,200,0.7,1,128,1,0.365626121996378,6.810786553168,7.93141888467047,-6.5305708847389,1,32.5943656119967,3010
morse,32,300,0.7,1,128,0,0.365626121996378,6.810786553168,7.93141888467047,-6.5305708847389,1,32.5943656119967,3010
morse,32,300,0.7,1,128,1,0.365626121996378,6.810786553168,7.93141888467047,-6.5305708847389,1,32.5943656119967,3010
morse,32,650,0.7,1,128,0,0.365626121996378,6.810786553168,7.93141888467047,-6.5305708847389,1,32.5943656119967,3010
morse,32,650,0.7,1,128,1,0.365626121996378,6.810786553168,7.93141888467047,-6.5305708847389,1,32.5943656119967,3010
morse,32,200,0.9,1,128,0,0.336076621371417,4.59375236758602,5.71126559940522,-3.415049237523,1,32.5567934073844,3010
morse,32,200,0.9,1,128,1,0.336076621371417,4.59375236758602,5.71126559940522,-3.415049237523,1,32.5567934073844,3010
morse,32,300,0.9,1,128,0,0.336076621371417,4.59375236758602,5.71126559940522,-3.415049237523,1,32.5567934073844,3010
morse,32,300,0.9,1,128,1,0.336076621371417,4.59375236758602,5.71126559940522,-3.415049237523,1,32.5567934073844,3010
morse,32,650,0.9,1,128,0,0.336076621371417,4.59375236758602,5.71126559940522,-3.415049237523,1,32.5567934073844,3010
morse,32,650,0.9,1,128,1,0.336076621371417,4.59375236758602,5.71126559940522,-3.415049237523,1,32.5567934073844,3010
morse,32,200,0.8,0.5,128,0,0.345538563035999,5.50766121515028,6.69196656456413,-4.90087927816205,1,32.1401867795782,3010
morse,32,200,0.8,0.5,128,1,0.345538563035999,5.50766121515028,6.69196656456413,-4.90087927816205,1,32.1401867795782,3010
morse,32,300,0.8,0.5,128,0,0.345538563035999,5.50766121515028,6.69196656456413,-4.90087927816205,1,32.1401867795782,3010
morse,32,300,0.8,0.5,128,1,0.345538563035999,5.50766121515028,6.69196656456413,-4.90087927816205,1,32.1401867795782,3010
morse,32,650,0.8,0.5,128,0,0.345538563035999,5.50766121515028,6.69196656456413,-4.90087927816205,1,32.1401867795782,3010
morse,32,650,0.8,0.5,128,1,0.345538563035999,5.50766121515028,6.69196656456413,-4.90087927816205,1,32.1401867795782,3010
morse,32,200,0.8,0,128,0,0.344996750303318,5.53056813536762,6.71825914127047,-4.93858773571514,1,32.0344629073744,3010
morse,32,200,0.8,0,128,1,0.344996750303318,5.53056813536762,6.71825914127047,-4.93858773571514,1,32.0344629073744,3010
morse,32,300,0.8,0,128,0,0.344996750303318,5.53056813536762,6.71825914127047,-4.93858773571514,1,32.0344629073744,3010
morse,32,300,0.8,0,128,1,0.344996750303318,5.53056813536762,6.71825914127047,-4.93858773571514,1,32.0344629073744,3010
morse,32,650,0.8,0,128,0,0.344996750303318,5.53056813536762,6.71825914127047,-4.93858773571514,1,32.0344629073744,3010
morse,32,650,0.8,0,128,1,0.344996750303318,5.53056813536762,6.71825914127047,-4.93858773571514,1,32.0344629073744,3010
morse,12,200,0.9,0,128,0,0.330892794163869,4.60909401894672,5.75349940893716,-3.48351001401651,1,31.8742056822397,3010
morse,12,200,0.9,0,128,1,0.330892794163869,4.60909401894672,5.75349940893716,-3.48351001401651,1,31.8742056822397,3010
morse,12,300,0.9,0,128,0,0.330892794163869,4.60909401894672,5.75349940893716,-3.48351001401651,1,31.8742056822397,3010
morse,12,300,0.9,0,128,1,0.330892794163869,4.60909401894672,5.75349940893716,-3.48351001401651,1,31.8742056822397,3010
morse,12,650,0.9,0,128,0,0.330892794163869,4.60909401894672,5.75349940893716,-3.48351001401651,1,31.8742056822397,3010
morse,12,650,0.9,0,128,1,0.330892794163869,4.60909401894672,5.75349940893716,-3.48351001401651,1,31.8742056822397,3010
morse,24,200,0.9,0,128,0,0.330892794163868,4.60909401894673,5.75349940893717,-3.48351001401653,1,31.8742056822397,3010
morse,24,200,0.9,0,128,1,0.330892794163868,4.60909401894673,5.75349940893717,-3.48351001401653,1,31.8742056822397,3010
morse,24,300,0.9,0,128,0,0.330892794163868,4.60909401894673,5.75349940893717,-3.48351001401653,1,31.8742056822397,3010
morse,24,300,0.9,0,128,1,0.330892794163868,4.60909401894673,5.75349940893717,-3.48351001401653,1,31.8742056822397,3010
morse,24,650,0.9,0,128,0,0.330892794163868,4.60909401894673,5.75349940893717,-3.48351001401653,1,31.8742056822397,3010
morse,24,650,0.9,0,128,1,0.330892794163868,4.60909401894673,5.75349940893717,-3.48351001401653,1,31.8742056822397,3010
morse,32,200,0.7,0,128,0,0.359977462258647,6.851916777291,7.96163308279628,-6.55794812609816,1,31.8684977298344,3010
morse,32,200,0.7,0,128,1,0.359977462258647,6.851916777291,7.96163308279628,-6.55794812609816,1,31.8684977298344,3010
morse,32,300,0.7,0,128,0,0.359977462258647,6.851916777291,7.96163308279628,-6.55794812609816,1,31.8684977298344,3010
morse,32,300,0.7,0,128,1,0.359977462258647,6.851916777291,7.96163308279628,-6.55794812609816,1,31.8684977298344,3010
morse,32,650,0.7,0,128,0,0.359977462258647,6.851916777291,7.96163308279628,-6.55794812609816,1,31.8684977298344,3010
morse,32,650,0.7,0,128,1,0.359977462258647,6.851916777291,7.96163308279628,-6.55794812609816,1,31.8684977298344,3010
morse,12,200,0.9,0.5,128,0,0.329740166264142,4.58182130471799,5.71869573289066,-3.41978620135497,1,31.7916205871199,3010
morse,12,200,0.9,0.5,128,1,0.329740166264142,4.58182130471799,5.71869573289066,-3.41978620135497,1,31.7916205871199,3010
morse,12,300,0.9,0.5,128,0,0.329740166264142,4.58182130471799,5.71869573289066,-3.41978620135497,1,31.7916205871199,3010
morse,12,300,0.9,0.5,128,1,0.329740166264142,4.58182130471799,5.71869573289066,-3.41978620135497,1,31.7916205871199,3010
morse,12,650,0.9,0.5,128,0,0.329740166264142,4.58182130471799,5.71869573289066,-3.41978620135497,1,31.7916205871199,3010
morse,12,650,0.9,0.5,128,1,0.329740166264142,4.58182130471799,5.71869573289066,-3.41978620135497,1,31.7916205871199,3010
morse,24,200,0.9,0.5,128,0,0.329740166264141,4.58182130471799,5.71869573289067,-3.41978620135499,1,31.7916205871198,3010
morse,24,200,0.9,0.5,128,1,0.329740166264141,4.58182130471799,5.71869573289067,-3.41978620135499,1,31.7916205871198,3010
morse,24,300,0.9,0.5,128,0,0.329740166264141,4.58182130471799,5.71869573289067,-3.41978620135499,1,31.7916205871198,3010
morse,24,300,0.9,0.5,128,1,0.329740166264141,4.58182130471799,5.71869573289067,-3.41978620135499,1,31.7916205871198,3010
morse,24,650,0.9,0.5,128,0,0.329740166264141,4.58182130471799,5.71869573289067,-3.41978620135499,1,31.7916205871198,3010
morse,24,650,0.9,0.5,128,1,0.329740166264141,4.58182130471799,5.71869573289067,-3.41978620135499,1,31.7916205871198,3010
morse,32,200,0.8,1,128,0,0.339234354250272,5.42109614817401,6.62408291278888,-4.7806923744421,1,31.5015722779031,3010
morse,32,200,0.8,1,128,1,0.339234354250272,5.42109614817401,6.62408291278888,-4.7806923744421,1,31.5015722779031,3010
morse,32,300,0.8,1,128,0,0.339234354250272,5.42109614817401,6.62408291278888,-4.7806923744421,1,31.5015722779031,3010
morse,32,300,0.8,1,128,1,0.339234354250272,5.42109614817401,6.62408291278888,-4.7806923744421,1,31.5015722779031,3010
morse,32,650,0.8,1,128,0,0.339234354250272,5.42109614817401,6.62408291278888,-4.7806923744421,1,31.5015722779031,3010
morse,32,650,0.8,1,128,1,0.339234354250272,5.42109614817401,6.62408291278888,-4.7806923744421,1,31.5015722779031,3010
morse,12,200,0.6,1,128,0,0.383097984649396,9.05244529411119,10.0133136127914,-8.96003073925439,1,31.4507048090519,3010
morse,12,200,0.6,1,128,1,0.383097984649396,9.05244529411119,10.0133136127914,-8.96003073925439,1,31.4507048090519,3010
morse,12,300,0.6,1,128,0,0.383097984649396,9.05244529411119,10.0133136127914,-8.96003073925439,1,31.4507048090519,3010
morse,12,300,0.6,1,128,1,0.383097984649396,9.05244529411119,10.0133136127914,-8.96003073925439,1,31.4507048090519,3010
morse,12,650,0.6,1,128,0,0.383097984649396,9.05244529411119,10.0133136127914,-8.96003073925439,1,31.4507048090519,3010
morse,12,650,0.6,1,128,1,0.383097984649396,9.05244529411119,10.0133136127914,-8.96003073925439,1,31.4507048090519,3010
morse,24,200,0.6,1,128,0,0.383097984649396,9.05244529411121,10.0133136127914,-8.96003073925441,1,31.4507048090518,3010
morse,24,200,0.6,1,128,1,0.383097984649396,9.05244529411121,10.0133136127914,-8.96003073925441,1,31.4507048090518,3010
morse,24,300,0.6,1,128,0,0.383097984649396,9.05244529411121,10.0133136127914,-8.96003073925441,1,31.4507048090518,3010
morse,24,300,0.6,1,128,1,0.383097984649396,9.05244529411121,10.0133136127914,-8.96003073925441,1,31.4507048090518,3010
morse,24,650,0.6,1,128,0,0.383097984649396,9.05244529411121,10.0133136127914,-8.96003073925441,1,31.4507048090518,3010
morse,24,650,0.6,1,128,1,0.383097984649396,9.05244529411121,10.0133136127914,-8.96003073925441,1,31.4507048090518,3010
morse,32,200,0.6,1,128,0,0.380451076640747,8.89174676562383,9.8655516649402,-8.79484397486069,1,31.3620847072902,3010
morse,32,200,0.6,1,128,1,0.380451076640747,8.89174676562383,9.8655516649402,-8.79484397486069,1,31.3620847072902,3010
morse,32,300,0.6,1,128,0,0.380451076640747,8.89174676562383,9.8655516649402,-8.79484397486069,1,31.3620847072902,3010
morse,32,300,0.6,1,128,1,0.380451076640747,8.89174676562383,9.8655516649402,-8.79484397486069,1,31.3620847072902,3010
morse,32,650,0.6,1,128,0,0.380451076640747,8.89174676562383,9.8655516649402,-8.79484397486069,1,31.3620847072902,3010
morse,32,650,0.6,1,128,1,0.380451076640747,8.89174676562383,9.8655516649402,-8.79484397486069,1,31.3620847072902,3010
morse,12,200,0.8,0,128,0,0.338856231943598,5.47210793505272,6.68491693715483,-4.89544775641499,1,31.3571089642782,3010
morse,12,200,0.8,0,128,1,0.338856231943598,5.47210793505272,6.68491693715483,-4.89544775641499,1,31.3571089642782,3010
morse,12,300,0.8,0,128,0,0.338856231943598,5.47210793505272,6.68491693715483,-4.89544775641499,1,31.3571089642782,3010
morse,12,300,0.8,0,128,1,0.338856231943598,5.47210793505272,6.68491693715483,-4.89544775641499,1,31.3571089642782,3010
morse,12,650,0.8,0,128,0,0.338856231943598,5.47210793505272,6.68491693715483,-4.89544775641499,1,31.3571089642782,3010
morse,12,650,0.8,0,128,1,0.338856231943598,5.47210793505272,6.68491693715483,-4.89544775641499,1,31.3571089642782,3010
morse,24,200,0.8,0,128,0,0.338856231943598,5.47210793505274,6.68491693715485,-4.89544775641501,1,31.3571089642781,3010
morse,24,200,0.8,0,128,1,0.338856231943598,5.47210793505274,6.68491693715485,-4.89544775641501,1,31.3571089642781,3010
morse,24,300,0.8,0,128,0,0.338856231943598,5.47210793505274,6.68491693715485,-4.89544775641501,1,31.3571089642781,3010
morse,24,300,0.8,0,128,1,0.338856231943598,5.47210793505274,6.68491693715485,-4.89544775641501,1,31.3571089642781,3010
morse,24,650,0.8,0,128,0,0.338856231943598,5.47210793505274,6.68491693715485,-4.89544775641501,1,31.3571089642781,3010
morse,24,650,0.8,0,128,1,0.338856231943598,5.47210793505274,6.68491693715485,-4.89544775641501,1,31.3571089642781,3010
morse,32,200,0.6,0.5,128,0,0.379698412434756,8.91448126831244,9.88149581206945,-8.81401512566362,1,31.2451662744748,3010
morse,32,200,0.6,0.5,128,1,0.379698412434756,8.91448126831244,9.88149581206945,-8.81401512566362,1,31.2451662744748,3010
morse,32,300,0.6,0.5,128,0,0.379698412434756,8.91448126831244,9.88149581206945,-8.81401512566362,1,31.2451662744748,3010
morse,32,300,0.6,0.5,128,1,0.379698412434756,8.91448126831244,9.88149581206945,-8.81401512566362,1,31.2451662744748,3010
morse,32,650,0.6,0.5,128,0,0.379698412434756,8.91448126831244,9.88149581206945,-8.81401512566362,1,31.2451662744748,3010
morse,32,650,0.6,0.5,128,1,0.379698412434756,8.91448126831244,9.88149581206945,-8.81401512566362,1,31.2451662744748,3010
morse,12,200,0.8,0.5,128,0,0.337024735058983,5.45732123670281,6.66696821115417,-4.86649126081174,1,31.1655053727506,3010
morse,12,200,0.8,0.5,128,1,0.337024735058983,5.45732123670281,6.66696821115417,-4.86649126081174,1,31.1655053727506,3010
morse,12,300,0.8,0.5,128,0,0.337024735058983,5.45732123670281,6.66696821115417,-4.86649126081174,1,31.1655053727506,3010
morse,12,300,0.8,0.5,128,1,0.337024735058983,5.45732123670281,6.66696821115417,-4.86649126081174,1,31.1655053727506,3010
morse,12,650,0.8,0.5,128,0,0.337024735058983,5.45732123670281,6.66696821115417,-4.86649126081174,1,31.1655053727506,3010
morse,12,650,0.8,0.5,128,1,0.337024735058983,5.45732123670281,6.66696821115417,-4.86649126081174,1,31.1655053727506,3010
morse,24,200,0.8,0.5,128,0,0.337024735058983,5.45732123670283,6.66696821115419,-4.86649126081176,1,31.1655053727506,3010
morse,24,200,0.8,0.5,128,1,0.337024735058983,5.45732123670283,6.66696821115419,-4.86649126081176,1,31.1655053727506,3010
morse,24,300,0.8,0.5,128,0,0.337024735058983,5.45732123670283,6.66696821115419,-4.86649126081176,1,31.1655053727506,3010
morse,24,300,0.8,0.5,128,1,0.337024735058983,5.45732123670283,6.66696821115419,-4.86649126081176,1,31.1655053727506,3010
morse,24,650,0.8,0.5,128,0,0.337024735058983,5.45732123670283,6.66696821115419,-4.86649126081176,1,31.1655053727506,3010
morse,24,650,0.8,0.5,128,1,0.337024735058983,5.45732123670283,6.66696821115419,-4.86649126081176,1,31.1655053727506,3010
morse,32,200,0.6,0,128,0,0.378592438712872,8.90875844506429,9.87628640123523,-8.8072742018767,1,31.1207238704148,3010
