2025-11-17T17:26:27.060;92;25,9
2025-11-17T17:26:27.065;92;25,8
2025-11-17T17:26:28.066;93;25,8
2025-11-17T17:26:28.071;93;29,5
2025-11-17T17:26:29.095;92;31,2
2025-11-17T17:26:29.101;92;30,9
2025-11-17T17:26:30.062;89;27,5
2025-11-17T17:26:30.068;89;24,1
2025-11-17T17:26:31.100;88;24,1
2025-11-17T17:26:31.102;88;24,1
2025-11-17T17:26:32.104;87;23,1
2025-11-17T17:26:32.111;87;21,4
2025-11-17T17:26:33.059;87;21,4
2025-11-17T17:26:33.064;87;21,4
2025-11-17T17:26:34.098;87;22,4
2025-11-17T17:26:34.101;87;23,0
2025-11-17T17:26:35.099;88;23,0
2025-11-17T17:26:35.104;88;23,0
2025-11-17T17:26:36.058;88;23,2
2025-11-17T17:26:36.062;88;21,1
2025-11-17T17:26:37.059;88;21,6
2025-11-17T17:26:37.063;88;21,6
2025-11-17T17:26:38.061;87;16,3
2025-11-17T17:26:38.065;87;14,4
2025-11-17T17:26:39.094;88;14,8
2025-11-17T17:26:39.099;88;14,8
2025-11-17T17:26:40.057;88;14,8
2025-11-17T17:26:40.063;88;12,9
2025-11-17T17:26:41.061;89;12,9
2025-11-17T17:26:41.064;89;12,9
2025-11-17T17:26:42.208;89;23,5
2025-11-17T17:26:42.214;89;23,5
2025-11-17T17:26:43.432;82;32,1
2025-11-17T17:26:43.440;82;32,1
2025-11-17T17:26:44.226;81;33,4
2025-11-17T17:26:44.228;81;32,7
2025-11-17T17:26:45.450;80;33,6
2025-11-17T17:26:45.455;80;34,9
2025-11-17T17:26:46.653;82;36,7
2025-11-17T17:26:46.655;82;37,2
2025-11-17T17:26:47.059;82
2025-11-17T17:26:47.059;82
2025-11-17T17:26:48.273;88;37,4
2025-11-17T17:26:48.275;88;37,4
2025-11-17T17:26:49.081;92;37,4
2025-11-17T17:26:49.082;92;38,5
2025-11-17T17:26:50.306;94;63,1
2025-11-17T17:26:50.312;94;63,0
2025-11-17T17:26:51.516;94;63,0
2025-11-17T17:26:51.520;94;63,6
2025-11-17T17:26:52.330;94;64,2
2025-11-17T17:26:52.335;94;64,2
2025-11-17T17:26:53.140;91;61,1
2025-11-17T17:26:53.144;91;64,4
2025-11-17T17:26:54.356;90;64,4
2025-11-17T17:26:54.362;90;64,4
2025-11-17T17:26:55.166;88;64,4
2025-11-17T17:26:55.172;88;63,8
2025-11-17T17:26:56.783;87;63,8
2025-11-17T17:26:56.785;87;63,1
2025-11-17T17:26:57.199;84;62,7
2025-11-17T17:26:57.204;84;61,6
2025-11-17T17:26:58.402;83;61,6
2025-11-17T17:26:58.404;83;61,1
2025-11-17T17:26:59.218;82;61,7
2025-11-17T17:26:59.226;82;61,5
2025-11-17T17:27:00.838;82;62,1
2025-11-17T17:27:00.843;82;61,1
