# --- NOVO DATASET 2025-11-24 17:35:17 ---
3252740,2.36,-1.03,3.66,71.40
3252760,2.48,-0.91,3.82,71.40
3252800,2.56,-0.65,3.66,71.40
3252920,2.90,0.18,-0.08,71.40
3252960,2.97,0.47,-1.49,71.40
3252980,3.67,0.61,-2.04,71.40
3253020,3.83,0.90,-2.74,71.40
3253080,4.23,1.33,-2.72,71.40
3253100,4.38,1.47,-2.50,71.40
3253120,4.51,1.61,-2.21,71.40
3253140,4.64,1.75,-1.88,71.40
3253200,5.09,2.15,-0.92,71.40
3253220,3.11,2.27,-0.67,71.40
3253240,3.20,2.40,-0.45,71.40
3253260,3.30,2.51,-0.29,71.40
3253380,3.98,3.08,0.01,71.40
3253400,4.01,3.15,0.07,71.40
3253420,4.03,3.22,0.17,71.40
3253480,4.05,3.38,0.70,71.40
3253500,4.05,3.43,0.91,71.40
3253520,4.03,3.46,1.11,71.40
3253640,3.95,3.54,1.36,71.40
3253660,3.97,3.53,1.20,71.40
3253720,4.08,3.47,0.54,71.40
3253760,4.19,3.40,0.11,71.40
3253800,4.35,3.32,-0.21,71.40
3253820,4.44,3.27,-0.32,71.40
3253940,5.06,2.90,-0.49,71.40
3254000,5.19,2.69,-0.51,71.40
3254020,5.17,2.62,-0.53,71.40
3254040,5.13,2.54,-0.55,71.40
3254060,5.07,2.46,-0.56,71.40
3254160,4.73,2.06,-0.57,71.40
3254180,4.63,1.98,-0.55,71.40
3254220,4.52,1.81,-0.48,71.40
3254260,4.37,1.63,-0.37,71.40
3254320,4.28,1.37,-0.12,71.40
3254460,4.49,0.74,0.58,71.40
3254500,4.42,0.56,0.71,71.40
3254560,4.24,0.31,0.77,71.40
3254600,3.76,0.14,0.69,71.40
3254660,3.50,-0.10,0.41,71.40
3254680,3.45,-0.18,0.28,71.40
3254780,2.74,-0.57,-0.32,71.40
3254800,2.57,-0.64,-0.38,71.40
3254820,2.44,-0.72,-0.43,71.40
3254860,2.32,-0.87,-0.44,71.40
3254940,2.23,-1.16,-0.30,71.40
3254980,2.44,-1.30,-0.20,71.40
3255000,2.17,-1.37,-0.15,71.40
3255060,2.51,-1.56,0.00,71.40
3255180,-1.57,-1.90,0.12,71.40
3255200,-0.86,-1.96,0.07,71.40
3255220,-1.65,-2.02,-0.02,71.40
3255300,-1.36,-2.29,-0.56,71.40
3255340,-2.95,-2.42,-0.69,71.40
3255400,-4.09,-2.64,-0.36,71.40
3255480,-3.42,-2.94,0.58,71.40
3255660,-3.92,-3.54,0.58,71.40
3255720,-5.51,-3.69,-0.06,71.40
3255780,-4.14,-3.82,-0.46,71.40
3255840,-5.51,-3.90,-0.55,71.40
3255880,-5.87,-3.94,-0.51,71.40
3255980,-6.36,-3.96,-0.53,71.40
3256000,-6.42,-3.96,-0.56,71.40
3256020,-6.44,-3.95,-0.59,71.40
3256040,-6.43,-3.93,-0.60,71.40
3256120,-4.20,-3.81,-0.30,71.40
3256140,-4.14,-3.76,-0.12,71.40
3256220,-3.99,-3.49,0.74,71.40
3256260,-3.83,-3.31,0.99,71.40
3256300,-3.71,-3.11,0.94,71.40
3256500,-3.93,-1.80,-0.78,71.40
3256520,-3.91,-1.65,-0.76,71.40
3256540,-3.90,-1.51,-0.68,71.40
3256560,-4.10,-1.36,-0.57,71.40
3256620,-4.59,-0.90,-0.13,71.40
3256700,-4.96,-0.32,0.32,71.40
3256760,-4.84,0.10,0.39,71.40
3256840,-4.56,0.62,0.32,71.40
3256860,-4.69,0.75,0.32,71.40
3256880,-4.61,0.87,0.33,71.40
3256900,-4.43,0.98,0.34,71.40
3256940,-3.90,1.21,0.38,71.40
3257000,-2.83,1.53,0.38,71.40
3257020,-2.54,1.63,0.35,71.40
3257060,-2.18,1.84,0.26,71.40
3257080,-2.14,1.94,0.20,71.40
3257140,-2.25,2.23,-0.01,71.40
3257160,-2.29,2.33,-0.10,71.40
3257220,-2.31,2.60,-0.43,71.40
3257240,-2.30,2.69,-0.55,71.40
3257280,-2.30,2.85,-0.79,71.40
3257300,-2.34,2.92,-0.89,71.40
3257320,-2.40,2.99,-0.97,71.40
3257400,-2.69,3.24,-0.87,71.40
3257440,-2.69,3.33,-0.58,71.40
3257460,-2.62,3.37,-0.40,71.40
3257480,-2.49,3.41,-0.21,71.40
3257500,-2.32,3.44,-0.02,71.40
3257620,-0.94,3.56,0.85,71.40
3257640,-0.81,3.57,0.92,71.40
3257700,-1.06,3.59,1.02,71.40
3257740,-1.34,3.59,0.94,71.40
3257800,-1.85,3.57,0.56,71.40
3257820,-1.79,3.56,0.37,71.40
3257860,-1.85,3.52,-0.07,71.40
3257880,-1.90,3.49,-0.29,71.40
3257900,-1.94,3.46,-0.49,71.40
3257940,-2.04,3.39,-0.78,71.40
3257960,-2.07,3.35,-0.86,71.40
3257980,-2.10,3.30,-0.87,71.40
3258140,-1.82,2.84,0.10,71.40
3258200,-1.77,2.62,0.30,71.40
3258240,-1.59,2.48,0.31,71.40
3258260,-1.48,2.40,0.29,71.40
3258280,-1.42,2.33,0.26,71.40
3258320,-1.32,2.17,0.18,71.40
3258380,-1.34,1.95,0.07,71.40
3258400,-1.34,1.87,0.04,71.40
3258460,-1.36,1.65,-0.05,71.40
3258480,-1.39,1.58,-0.08,71.40
3258620,-1.30,1.08,-0.24,71.40
3258640,-1.26,1.01,-0.23,71.40
3258700,-1.18,0.81,-0.13,71.40
3258780,-1.16,0.57,0.09,71.40
3258820,-1.14,0.45,0.18,71.40
3258840,-1.15,0.40,0.21,71.40
3258880,-1.17,0.29,0.23,71.40
3258900,-1.13,0.24,0.22,71.40
3259000,-1.08,0.00,0.09,71.40
3259080,-1.19,-0.17,0.01,71.40
3259200,-1.47,-0.39,-0.04,71.40
3259340,-1.62,-0.63,-0.12,71.40
3259420,-1.35,-0.76,-0.06,71.40
3259460,-1.21,-0.82,0.01,71.40
3259560,-1.00,-0.94,0.18,71.40
3259600,-0.83,-0.98,0.20,71.40
3259620,-0.81,-0.99,0.18,71.40
3259640,-0.79,-1.01,0.16,71.40
3259720,-0.86,-1.06,-0.03,71.40
3259740,-0.88,-1.06,-0.08,71.40
3259840,-1.05,-1.09,-0.26,71.40
3259900,-1.16,-1.10,-0.25,71.40
3259960,-1.29,-1.10,-0.17,71.40
3260060,-1.12,-1.10,0.05,71.40
3260080,-1.05,-1.10,0.09,71.40
3260100,-1.00,-1.10,0.14,71.40
3260120,-0.94,-1.10,0.18,71.40
3260160,-0.86,-1.10,0.26,71.40
3260240,-0.76,-1.08,0.33,71.40
3260320,-0.60,-1.05,0.23,71.40
3260340,-0.66,-1.04,0.18,71.40
3260360,-0.75,-1.03,0.12,71.40
3260380,-0.87,-1.01,0.05,71.40
3260400,-0.95,-1.00,-0.01,71.40
3260440,-1.17,-0.98,-0.14,71.40
3260500,-1.27,-0.95,-0.30,71.40
3260520,-1.26,-0.94,-0.34,71.40
3260540,-1.23,-0.93,-0.36,71.40
3260560,-1.22,-0.92,-0.38,71.40
3260640,-1.22,-0.89,-0.26,71.40
3260680,-1.24,-0.87,-0.12,71.40
3260700,-1.25,-0.86,-0.04,71.40
3260800,-1.25,-0.82,0.26,71.40
3260840,-1.24,-0.81,0.28,71.40
3260860,-1.22,-0.80,0.26,71.40
3260900,-1.17,-0.79,0.20,71.40
3260920,-1.04,-0.78,0.16,71.40
3260940,-0.91,-0.77,0.13,71.40
3261000,-0.78,-0.74,0.04,71.40
3261060,-0.89,-0.71,0.01,71.40
3261080,-0.93,-0.69,0.01,71.40
3261180,-1.26,-0.62,-0.07,71.40
3261220,-1.36,-0.59,-0.15,71.40
3261240,-1.43,-0.58,-0.19,71.40
3261260,-1.49,-0.57,-0.23,71.40
3261280,-1.53,-0.55,-0.26,71.40
3261300,-1.54,-0.54,-0.28,71.40
3261320,-1.55,-0.53,-0.29,71.40
3261360,-1.53,-0.50,-0.25,71.40
3261420,-1.43,-0.47,-0.08,71.40
3261460,-1.34,-0.45,0.07,71.40
3261520,-1.29,-0.42,0.26,71.40
3261540,-1.31,-0.40,0.31,71.40
3261560,-1.28,-0.39,0.33,71.40
3261580,-1.24,-0.38,0.34,71.40
3261600,-1.22,-0.37,0.33,71.40
3261620,-1.21,-0.36,0.31,71.40
3261640,-1.24,-0.34,0.28,71.40
3261700,-1.41,-0.30,0.11,71.40
3261740,-1.42,-0.27,-0.01,71.40
3261860,-1.17,-0.19,-0.23,71.40
3261900,-1.08,-0.16,-0.22,71.40
3261920,-1.03,-0.15,-0.19,71.40
3261960,-0.89,-0.11,-0.12,71.40
3262000,-0.74,-0.08,-0.04,71.40
3262060,-0.63,-0.02,0.07,71.40
3262140,-0.68,0.07,0.08,71.40
3262180,-0.73,0.11,0.04,71.40
3262220,-0.64,0.16,-0.03,71.40
3262320,-0.82,0.27,-0.14,71.40
3262380,-0.92,0.34,-0.10,71.40
3262480,-1.04,0.43,0.04,71.40
3262540,-1.12,0.47,0.10,71.40
3262560,-1.13,0.48,0.12,71.40
3262580,-1.10,0.49,0.13,71.40
3262600,-1.02,0.50,0.14,71.40
3262760,0.94,0.55,0.20,71.40
3262800,1.48,0.58,0.23,71.40
3262920,2.13,0.71,0.18,71.40
3262940,2.18,0.74,0.12,71.40
3262980,2.29,0.80,-0.08,71.40
3263100,2.89,1.02,-0.79,71.40
3263360,5.02,1.60,0.59,71.40
3263380,5.11,1.64,0.63,71.40
3263480,5.73,1.87,0.44,71.40
3263520,5.81,1.96,0.28,71.40
3263540,5.83,2.00,0.20,71.40
3263700,6.04,2.24,-0.11,71.40
3263740,5.98,2.28,-0.15,71.40
3263780,5.98,2.30,-0.17,71.40
3263800,6.10,2.30,-0.18,71.40
