Timestamp,HeartPhase,BreathPhase,TotalPhase,Distance
16:53:23.804,-0.973687469959259,2.498837947845459,-0.41169145703315735,42.84000015258789
16:53:23.812,-0.7279582619667053,2.478886127471924,-1.261320948600769,42.84000015258789
16:53:23.823,-0.53138267993927,2.453725814819336,-1.7387968301773071,42.84000015258789
16:53:23.840,-0.36475905776023865,2.4226231575012207,-1.7880353927612305,42.84000015258789
16:53:23.859,-0.20238648355007172,2.3856234550476074,-1.3956977128982544,42.84000015258789
16:53:23.896,-0.019305063411593437,2.343644618988037,-0.2443089485168457,42.84000015258789
16:53:23.920,0.2041093111038208,2.2981932163238525,0.44207504391670227,42.84000015258789
16:53:23.926,0.4793977737426758,2.2507262229919434,1.309604287147522,42.84000015258789
16:53:23.939,0.8083219528198242,2.2026755809783936,2.434936046600342,42.84000015258789
16:53:23.982,1.1824966669082642,2.156071662902832,4.4693121910095215,42.84000015258789
16:53:23.983,1.5846554040908813,2.112915277481079,4.681765079498291,42.84000015258789
16:53:23.999,1.9900639057159424,2.073336124420166,3.4448156356811523,42.84000015258789
16:53:24.019,2.3666317462921143,2.0358874797821045,3.1636664867401123,42.84000015258789
16:53:24.039,2.6755669116973877,1.999601125717163,3.411184310913086,42.84000015258789
16:53:24.060,2.8752403259277344,1.963983416557312,2.677670478820801,42.84000015258789
16:53:24.092,2.9274985790252686,1.9281461238861084,2.404709815979004,42.84000015258789
16:53:24.116,2.803968906402588,1.8911714553833008,1.9457565546035767,42.84000015258789
16:53:24.129,2.4912075996398926,1.852320671081543,1.7266845703125,42.84000015258789
16:53:24.139,1.9943914413452148,1.8115192651748657,2.7124950885772705,42.84000015258789
16:53:24.159,1.33900785446167,1.7689815759658813,1.6327451467514038,42.84000015258789
16:53:24.179,0.5693831443786621,1.7243633270263672,2.1575231552124023,42.84000015258789
16:53:24.219,-0.2561286985874176,1.67765474319458,2.3326761722564697,42.84000015258789
16:53:24.221,-1.071799874305725,1.6290103197097778,1.9782298803329468,42.84000015258789
16:53:24.250,-1.8120899200439453,1.5780807733535767,1.7548099756240845,42.84000015258789
16:53:24.260,-2.4199371337890625,1.5234193801879883,-0.8802841305732727,42.84000015258789
16:53:24.281,-2.854684829711914,1.4628807306289673,-0.6999926567077637,42.84000015258789
16:53:24.320,-3.0967226028442383,1.3960257768630981,-0.02502044104039669,42.84000015258789
16:53:24.321,-3.1460676193237305,1.3247106075286865,2.2256555557250977,42.84000015258789
16:53:24.343,-3.0162689685821533,1.2514594793319702,2.613208532333374,42.84000015258789
16:53:24.359,-2.728358507156372,1.1779290437698364,3.353384017944336,42.84000015258789
16:53:24.379,-2.307742118835449,1.1052367687225342,4.23662805557251,42.84000015258789
16:53:24.440,-1.7832173109054565,1.0345901250839233,4.812844753265381,42.84000015258789
16:53:24.450,-1.1869279146194458,0.9659988880157471,3.1692497730255127,42.84000015258789
16:53:24.458,-0.5553259253501892,0.8981261849403381,3.097008466720581,42.84000015258789
16:53:24.460,0.07041560113430023,0.8303931355476379,3.695934534072876,42.84000015258789
16:53:24.479,0.6470224857330322,0.7630392909049988,3.2715911865234375,42.84000015258789
16:53:24.499,1.1339250802993774,0.6955956220626831,2.5571181774139404,42.84000015258789
16:53:24.544,1.497465968132019,0.626969575881958,1.8730686902999878,42.84000015258789
16:53:24.553,1.7138081789016724,0.5561432242393494,1.402777075767517,42.84000015258789
16:53:24.586,1.7712702751159668,0.4823783040046692,1.012466549873352,42.84000015258789
16:53:24.592,1.6719598770141602,0.4049363434314728,0.09138933569192886,42.84000015258789
16:53:24.599,1.4319086074829102,0.32297417521476746,-0.28785276412963867,42.84000015258789
16:53:24.621,1.0796735286712646,0.23619748651981354,-0.005031903740018606,42.84000015258789
16:53:24.650,0.6541478633880615,0.14509017765522003,0.12952406704425812,42.84000015258789
16:53:24.666,0.2016361951828003,0.050320811569690704,0.36145225167274475,42.84000015258789
16:53:24.681,-0.22837607562541962,-0.047457024455070496,0.5360967516899109,42.84000015258789
16:53:24.699,-0.5885071158409119,-0.14738020300865173,1.230757713317871,42.84000015258789
16:53:24.719,-0.8388469219207764,-0.2486255168914795,0.999445915222168,42.84000015258789
16:53:24.751,-0.9520230293273926,-0.3513077199459076,-0.10102971643209457,42.84000015258789
16:53:24.778,-0.9176660776138306,-0.4561552107334137,-0.07357946783304214,42.84000015258789
16:53:24.779,-0.7444646954536438,-0.5630831718444824,0.3945072591304779,42.84000015258789
16:53:24.799,-0.4583263397216797,-0.6718471646308899,-0.7760376930236816,42.84000015258789
16:53:24.819,-0.09831054508686066,-0.7836495637893677,-2.6054067611694336,42.84000015258789
16:53:24.840,0.2874600291252136,-0.9005758762359619,-3.8259270191192627,42.84000015258789
16:53:24.864,0.6466982364654541,-1.0239132642745972,-4.0391998291015625,42.84000015258789
16:53:24.916,0.9302178025245667,-1.1536617279052734,-4.06574010848999,42.84000015258789
16:53:24.917,1.1004623174667358,-1.2890928983688354,-3.828592300415039,42.84000015258789
16:53:24.919,1.138323187828064,-1.4293584823608398,-3.9893064498901367,42.84000015258789
16:53:24.939,1.0460060834884644,-1.5737501382827759,-3.912727117538452,42.84000015258789
16:53:24.978,0.8455947041511536,-1.72150456905365,-3.769467353820801,42.84000015258789
16:53:24.980,0.5743286609649658,-1.8717784881591797,-3.755197525024414,42.84000015258789
16:53:25.005,0.2778550386428833,-2.0238184928894043,-3.7392818927764893,42.84000015258789
16:53:25.019,0.0026064442936331034,-2.176981210708618,-3.808882474899292,42.84000015258789
16:53:25.039,-0.21142615377902985,-2.3307077884674072,-3.857435464859009,42.84000015258789
16:53:25.090,-0.3363944888114929,-2.4845638275146484,-4.123083591461182,42.84000015258789
16:53:25.091,-0.360067218542099,-2.6382603645324707,-4.3237833976745605,42.84000015258789
16:53:25.111,-0.28664031624794006,-2.791323184967041,-3.9835727214813232,42.84000015258789
16:53:25.124,-0.13484442234039307,-2.9432785511016846,-4.73483943939209,42.84000015258789
16:53:25.139,0.06599794328212738,-3.0936121940612793,-3.7139861583709717,42.84000015258789
16:53:25.159,0.2814188003540039,-3.2409377098083496,-3.0304596424102783,42.84000015258789
16:53:25.203,0.4781455397605896,-3.383483409881592,-2.35868239402771,42.84000015258789
16:53:25.227,0.6293268203735352,-3.5203561782836914,-3.1449830532073975,42.84000015258789
16:53:25.237,0.716792643070221,-3.651401996612549,-2.663191556930542,42.84000015258789
16:53:25.240,0.7309753894805908,-3.7763707637786865,-2.9868040084838867,42.84000015258789
